item_id,order_id,product_id,quantity,unit_price,item_discount,item_total,item_return_flag
ITM0032943,ORD007142,PRD0096,3,81.44,7.94,236.38,0
ITM0032944,ORD007142,PRD0039,1,219.03,16.38,202.65,0
ITM0032945,ORD007142,PRD0113,1,606.85,41.13,565.72,0
ITM0032946,ORD007143,PRD0003,1,102.57,6.17,96.4,0
ITM0032947,ORD007143,PRD0113,5,594.42,103.07,2869.03,0
ITM0032948,ORD007143,PRD0025,1,72.74,4.93,67.81,0
ITM0032949,ORD007143,PRD0048,4,164.72,49.48,609.4,0
ITM0032950,ORD007143,PRD0102,1,67.7,0.65,67.05,0
ITM0032951,ORD007143,PRD0023,1,59.99,4.27,55.72,0
ITM0032952,ORD007144,PRD0001,1,43.21,3.31,39.9,0
ITM0032953,ORD007144,PRD0049,1,150.96,11.16,139.8,0
ITM0032954,ORD007144,PRD0053,1,141.64,2.13,139.51,0
ITM0032955,ORD007144,PRD0028,1,101.12,2.0,99.12,0
ITM0032956,ORD007144,PRD0059,2,414.59,51.48,777.7,0
ITM0032957,ORD007144,PRD0016,1,34.82,0.22,34.6,0
ITM0032958,ORD007144,PRD0036,3,158.24,10.68,464.04,0
ITM0032959,ORD007144,PRD0075,1,149.9,10.19,139.71,0
ITM0032960,ORD007145,PRD0100,5,64.98,13.91,310.99,0
ITM0032961,ORD007145,PRD0063,3,113.0,20.7,318.3,0
ITM0032962,ORD007145,PRD0008,2,19.81,0.98,38.64,0
ITM0032963,ORD007145,PRD0072,2,136.43,13.49,259.37,0
ITM0032964,ORD007145,PRD0103,1,98.94,5.09,93.85,0
ITM0032965,ORD007145,PRD0054,2,116.12,22.38,209.86,0
ITM0032966,ORD007145,PRD0053,1,133.96,8.69,125.27,0
ITM0032967,ORD007146,PRD0017,1,54.55,2.38,52.17,0
ITM0032968,ORD007146,PRD0024,5,137.72,18.11,670.49,0
ITM0032969,ORD007146,PRD0066,1,47.15,1.41,45.74,0
ITM0032970,ORD007146,PRD0043,1,59.51,2.18,57.33,0
ITM0032971,ORD007147,PRD0037,2,194.76,18.75,370.77,0
ITM0032972,ORD007147,PRD0002,1,118.16,1.01,117.15,0
ITM0032973,ORD007147,PRD0100,1,62.51,1.8,60.71,0
ITM0032974,ORD007147,PRD0044,1,51.93,2.29,49.64,0
ITM0032975,ORD007147,PRD0070,3,485.54,41.4,1415.22,0
ITM0032976,ORD007148,PRD0041,4,214.36,16.89,840.55,0
ITM0032977,ORD007148,PRD0065,1,70.44,0.95,69.49,0
ITM0032978,ORD007148,PRD0044,3,56.16,2.94,165.54,0
ITM0032979,ORD007148,PRD0048,4,173.08,26.3,666.02,0
ITM0032980,ORD007149,PRD0026,3,111.68,7.34,327.7,0
ITM0032981,ORD007149,PRD0004,4,217.4,43.24,826.36,0
ITM0032982,ORD007150,PRD0028,4,96.59,10.93,375.43,0
ITM0032983,ORD007150,PRD0053,3,144.13,10.33,422.06,0
ITM0032984,ORD007150,PRD0044,3,51.98,7.01,148.93,0
ITM0032985,ORD007151,PRD0021,2,109.4,3.19,215.61,0
ITM0032986,ORD007152,PRD0006,1,51.37,0.46,50.91,0
ITM0032987,ORD007152,PRD0052,6,82.33,2.52,491.46,0
ITM0032988,ORD007152,PRD0069,5,555.58,12.81,2765.09,0
ITM0032989,ORD007152,PRD0018,4,50.02,0.59,199.49,0
ITM0032990,ORD007153,PRD0052,1,78.4,1.56,76.84,0
ITM0032991,ORD007153,PRD0053,1,133.66,2.58,131.08,0
ITM0032992,ORD007154,PRD0035,3,28.47,3.09,82.32,0
ITM0032993,ORD007154,PRD0020,1,37.89,1.03,36.86,0
ITM0032994,ORD007154,PRD0052,3,80.11,13.99,226.34,0
ITM0032995,ORD007154,PRD0005,1,119.16,5.67,113.49,0
ITM0032996,ORD007154,PRD0027,2,461.5,28.54,894.46,0
ITM0032997,ORD007154,PRD0099,2,304.65,19.87,589.43,0
ITM0032998,ORD007155,PRD0051,3,114.43,8.07,335.22,0
ITM0032999,ORD007155,PRD0039,3,207.99,35.53,588.44,0
ITM0033000,ORD007155,PRD0021,2,103.7,3.4,204.0,0
ITM0033001,ORD007155,PRD0020,1,37.86,1.99,35.87,0
ITM0033002,ORD007155,PRD0019,2,54.45,7.2,101.7,0
ITM0033003,ORD007156,PRD0076,2,124.36,4.55,244.17,0
ITM0033004,ORD007156,PRD0098,1,232.16,9.16,223.0,0
ITM0033005,ORD007156,PRD0105,1,42.27,0.65,41.62,0
ITM0033006,ORD007157,PRD0062,4,237.88,17.74,933.78,0
ITM0033007,ORD007157,PRD0048,1,167.59,3.33,164.26,0
ITM0033008,ORD007157,PRD0061,2,352.85,30.21,675.49,0
ITM0033009,ORD007157,PRD0002,3,126.23,4.61,374.08,0
ITM0033010,ORD007157,PRD0065,1,67.13,0.65,66.48,0
ITM0033011,ORD007158,PRD0054,1,114.28,1.65,112.63,0
ITM0033012,ORD007158,PRD0070,1,516.91,20.95,495.96,0
ITM0033013,ORD007158,PRD0063,2,108.62,3.12,214.12,0
ITM0033014,ORD007158,PRD0010,1,39.58,0.04,39.54,0
ITM0033015,ORD007158,PRD0101,3,31.11,4.06,89.27,0
ITM0033016,ORD007158,PRD0061,2,366.53,29.68,703.38,0
ITM0033017,ORD007158,PRD0074,1,114.37,0.3,114.07,0
ITM0033018,ORD007159,PRD0028,1,100.13,5.21,94.92,0
ITM0033019,ORD007159,PRD0103,1,103.72,3.61,100.11,0
ITM0033020,ORD007159,PRD0047,1,100.49,5.72,94.77,0
ITM0033021,ORD007159,PRD0068,1,184.6,6.41,178.19,0
ITM0033022,ORD007159,PRD0107,4,123.45,32.8,461.0,0
ITM0033023,ORD007159,PRD0063,3,115.98,17.54,330.4,0
ITM0033024,ORD007160,PRD0008,2,18.54,1.76,35.32,0
ITM0033025,ORD007160,PRD0015,1,69.75,3.96,65.79,0
ITM0033026,ORD007160,PRD0051,2,113.56,11.09,216.03,0
ITM0033027,ORD007160,PRD0109,2,20.27,0.6,39.94,0
ITM0033028,ORD007160,PRD0003,4,101.49,27.61,378.35,0
ITM0033029,ORD007160,PRD0103,1,101.1,4.3,96.8,0
ITM0033030,ORD007160,PRD0101,1,28.63,1.35,27.28,0
ITM0033031,ORD007160,PRD0096,1,87.65,5.61,82.04,0
ITM0033032,ORD007161,PRD0032,4,105.35,3.93,417.47,0
ITM0033033,ORD007162,PRD0107,2,120.12,14.44,225.8,0
ITM0033034,ORD007163,PRD0049,3,152.09,23.3,432.97,0
ITM0033035,ORD007163,PRD0007,3,49.49,0.67,147.8,0
ITM0033036,ORD007163,PRD0022,4,110.64,29.92,412.64,0
ITM0033037,ORD007163,PRD0042,1,148.41,6.54,141.87,0
ITM0033038,ORD007164,PRD0070,1,511.77,34.65,477.12,0
ITM0033039,ORD007164,PRD0007,4,51.96,1.77,206.07,0
ITM0033040,ORD007164,PRD0098,2,214.89,19.13,410.65,0
ITM0033041,ORD007164,PRD0051,2,116.17,0.07,232.27,0
ITM0033042,ORD007164,PRD0104,1,91.48,3.79,87.69,0
ITM0033043,ORD007165,PRD0040,1,148.6,0.98,147.62,0
ITM0033044,ORD007165,PRD0068,4,189.76,12.93,746.11,0
ITM0033045,ORD007165,PRD0043,6,56.11,19.62,317.04,0
ITM0033046,ORD007165,PRD0012,1,112.3,6.71,105.59,0
ITM0033047,ORD007165,PRD0022,2,106.41,4.28,208.54,0
ITM0033048,ORD007165,PRD0006,1,51.7,2.61,49.09,0
ITM0033049,ORD007166,PRD0015,2,71.03,2.57,139.49,0
ITM0033050,ORD007166,PRD0036,1,155.51,1.2,154.31,0
ITM0033051,ORD007166,PRD0033,1,112.79,1.94,110.85,0
ITM0033052,ORD007166,PRD0040,1,149.91,0.07,149.84,0
ITM0033053,ORD007166,PRD0011,1,52.49,0.67,51.82,0
ITM0033054,ORD007167,PRD0040,1,160.33,2.7,157.63,0
ITM0033055,ORD007168,PRD0044,3,51.73,1.29,153.9,0
ITM0033056,ORD007169,PRD0009,5,69.59,2.21,345.74,0
ITM0033057,ORD007170,PRD0048,1,161.04,0.33,160.71,0
ITM0033058,ORD007171,PRD0046,2,22.83,0.35,45.31,0
ITM0033059,ORD007171,PRD0028,2,100.81,3.54,198.08,0
ITM0033060,ORD007171,PRD0018,2,51.21,0.76,101.66,0
ITM0033061,ORD007171,PRD0010,1,41.49,0.72,40.77,0
ITM0033062,ORD007172,PRD0097,2,286.18,1.63,570.73,0
ITM0033063,ORD007172,PRD0027,4,468.29,23.08,1850.08,0
ITM0033064,ORD007172,PRD0008,1,20.4,0.18,20.22,0
ITM0033065,ORD007173,PRD0002,1,126.36,7.92,118.44,0
ITM0033066,ORD007173,PRD0036,2,158.34,5.55,311.13,0
ITM0033067,ORD007174,PRD0020,1,38.07,1.94,36.13,0
ITM0033068,ORD007174,PRD0066,1,47.16,1.81,45.35,0
ITM0033069,ORD007174,PRD0063,3,111.13,1.32,332.07,0
ITM0033070,ORD007175,PRD0103,3,95.85,10.56,276.99,0
ITM0033071,ORD007175,PRD0070,1,495.5,34.27,461.23,0
ITM0033072,ORD007176,PRD0015,1,69.14,4.54,64.6,0
ITM0033073,ORD007176,PRD0054,1,122.67,7.38,115.29,0
ITM0033074,ORD007176,PRD0007,4,50.84,5.94,197.42,0
ITM0033075,ORD007176,PRD0004,2,221.7,12.97,430.43,0
ITM0033076,ORD007176,PRD0043,2,55.73,4.48,106.98,0
ITM0033077,ORD007176,PRD0009,1,68.62,0.72,67.9,0
ITM0033078,ORD007177,PRD0025,3,71.22,10.9,202.76,0
ITM0033079,ORD007177,PRD0028,1,94.26,0.06,94.2,0
ITM0033080,ORD007177,PRD0079,4,106.47,10.85,415.03,0
ITM0033081,ORD007178,PRD0079,1,112.53,6.49,106.04,0
ITM0033082,ORD007178,PRD0017,2,53.19,3.81,102.57,0
ITM0033083,ORD007178,PRD0085,3,220.0,42.97,617.03,0
ITM0033084,ORD007178,PRD0092,3,112.08,3.33,332.91,0
ITM0033085,ORD007179,PRD0112,2,695.46,33.29,1357.63,0
ITM0033086,ORD007180,PRD0071,2,326.44,38.45,614.43,0
ITM0033087,ORD007181,PRD0005,1,112.17,0.84,111.33,0
ITM0033088,ORD007181,PRD0004,1,224.83,4.54,220.29,0
ITM0033089,ORD007181,PRD0027,4,465.27,74.43,1786.65,0
ITM0033090,ORD007182,PRD0063,1,117.96,3.49,114.47,1
ITM0033091,ORD007182,PRD0022,5,109.49,10.1,537.35,1
ITM0033092,ORD007182,PRD0065,4,67.55,0.85,269.35,1
ITM0033093,ORD007183,PRD0042,4,142.45,7.49,562.31,0
ITM0033094,ORD007183,PRD0010,2,42.2,1.29,83.11,0
ITM0033095,ORD007183,PRD0020,5,38.98,11.82,183.08,0
ITM0033096,ORD007183,PRD0018,3,50.42,10.26,141.0,0
ITM0033097,ORD007183,PRD0014,1,14.53,0.48,14.05,0
ITM0033098,ORD007184,PRD0065,1,70.62,3.42,67.2,0
ITM0033099,ORD007184,PRD0095,1,201.59,4.8,196.79,0
ITM0033100,ORD007184,PRD0111,3,73.61,6.58,214.25,0
ITM0033101,ORD007184,PRD0052,2,83.76,6.45,161.07,0
ITM0033102,ORD007185,PRD0019,3,51.1,1.18,152.12,0
ITM0033103,ORD007185,PRD0105,2,39.47,3.25,75.69,0
ITM0033104,ORD007185,PRD0069,2,579.52,42.34,1116.7,0
ITM0033105,ORD007186,PRD0078,1,286.44,10.33,276.11,0
ITM0033106,ORD007186,PRD0101,2,30.1,2.17,58.03,0
ITM0033107,ORD007186,PRD0076,3,124.35,12.94,360.11,0
ITM0033108,ORD007186,PRD0055,3,120.67,5.77,356.24,0
ITM0033109,ORD007187,PRD0045,3,36.08,4.33,103.91,0
ITM0033110,ORD007187,PRD0085,1,205.76,2.18,203.58,0
ITM0033111,ORD007187,PRD0077,1,185.08,1.07,184.01,0
ITM0033112,ORD007187,PRD0033,1,109.87,3.48,106.39,0
ITM0033113,ORD007188,PRD0003,4,101.29,2.03,403.13,0
ITM0033114,ORD007188,PRD0020,1,37.87,0.03,37.84,0
ITM0033115,ORD007188,PRD0099,4,306.7,67.59,1159.21,0
ITM0033116,ORD007188,PRD0027,2,485.99,47.72,924.26,0
ITM0033117,ORD007188,PRD0052,1,82.83,3.17,79.66,0
ITM0033118,ORD007188,PRD0092,2,114.41,1.21,227.61,0
ITM0033119,ORD007188,PRD0021,1,107.37,2.98,104.39,0
ITM0033120,ORD007188,PRD0010,4,42.33,2.17,167.15,0
ITM0033121,ORD007188,PRD0107,2,115.1,2.75,227.45,0
ITM0033122,ORD007189,PRD0071,4,326.21,63.83,1241.01,0
ITM0033123,ORD007189,PRD0014,4,14.38,3.12,54.4,0
ITM0033124,ORD007189,PRD0089,1,1331.04,59.65,1271.39,0
ITM0033125,ORD007189,PRD0081,3,799.51,69.8,2328.73,0
ITM0033126,ORD007190,PRD0041,2,224.56,8.8,440.32,0
ITM0033127,ORD007190,PRD0070,1,507.93,9.99,497.94,0
ITM0033128,ORD007190,PRD0034,5,51.95,0.62,259.13,0
ITM0033129,ORD007191,PRD0006,1,54.07,1.89,52.18,0
ITM0033130,ORD007191,PRD0011,1,53.54,3.39,50.15,0
ITM0033131,ORD007191,PRD0058,1,126.28,4.89,121.39,0
ITM0033132,ORD007191,PRD0032,1,106.2,4.16,102.04,0
ITM0033133,ORD007191,PRD0001,1,43.65,0.0,43.65,0
ITM0033134,ORD007191,PRD0078,1,287.68,13.87,273.81,0
ITM0033135,ORD007192,PRD0072,2,138.06,12.24,263.88,0
ITM0033136,ORD007193,PRD0041,1,216.74,4.62,212.12,0
ITM0033137,ORD007193,PRD0070,1,514.98,17.27,497.71,0
ITM0033138,ORD007193,PRD0002,2,118.23,14.95,221.51,0
ITM0033139,ORD007194,PRD0111,1,73.86,1.11,72.75,1
ITM0033140,ORD007194,PRD0022,3,111.68,2.21,332.83,0
ITM0033141,ORD007194,PRD0068,2,181.54,2.55,360.53,1
ITM0033142,ORD007194,PRD0014,1,14.8,0.38,14.42,1
ITM0033143,ORD007194,PRD0025,4,75.79,0.18,302.98,1
ITM0033144,ORD007195,PRD0007,3,50.69,9.0,143.07,0
ITM0033145,ORD007195,PRD0099,1,313.64,10.85,302.79,0
ITM0033146,ORD007195,PRD0025,3,72.45,0.53,216.82,0
ITM0033147,ORD007195,PRD0019,4,51.67,1.69,204.99,1
ITM0033148,ORD007196,PRD0019,1,50.77,0.98,49.79,0
ITM0033149,ORD007196,PRD0009,1,71.89,2.16,69.73,0
ITM0033150,ORD007196,PRD0109,4,20.37,5.13,76.35,0
ITM0033151,ORD007197,PRD0020,4,36.88,10.07,137.45,0
ITM0033152,ORD007197,PRD0113,1,585.77,30.09,555.68,0
ITM0033153,ORD007197,PRD0014,1,15.21,0.61,14.6,0
ITM0033154,ORD007197,PRD0002,1,123.43,8.6,114.83,0
ITM0033155,ORD007197,PRD0101,2,31.54,1.28,61.8,0
ITM0033156,ORD007197,PRD0056,1,220.99,15.05,205.94,0
ITM0033157,ORD007198,PRD0021,1,105.22,5.75,99.47,0
ITM0033158,ORD007198,PRD0063,2,114.05,8.28,219.82,0
ITM0033159,ORD007198,PRD0061,4,355.92,19.07,1404.61,0
ITM0033160,ORD007198,PRD0007,1,52.47,0.48,51.99,0
ITM0033161,ORD007198,PRD0102,1,66.57,0.61,65.96,0
ITM0033162,ORD007199,PRD0042,2,145.86,1.01,290.71,0
ITM0033163,ORD007200,PRD0097,6,283.05,54.0,1644.3,0
ITM0033164,ORD007200,PRD0033,1,118.75,4.09,114.66,0
ITM0033165,ORD007200,PRD0054,1,112.68,2.13,110.55,0
ITM0033166,ORD007201,PRD0107,1,121.49,0.24,121.25,0
ITM0033167,ORD007201,PRD0064,3,190.26,20.85,549.93,0
ITM0033168,ORD007202,PRD0067,3,79.71,8.63,230.5,0
ITM0033169,ORD007202,PRD0034,4,50.57,11.25,191.03,0
ITM0033170,ORD007203,PRD0102,1,66.07,3.03,63.04,0
ITM0033171,ORD007203,PRD0011,1,53.33,3.13,50.2,0
ITM0033172,ORD007203,PRD0023,1,58.94,2.11,56.83,0
ITM0033173,ORD007203,PRD0006,1,51.06,2.04,49.02,0
ITM0033174,ORD007203,PRD0033,2,115.46,0.89,230.03,0
ITM0033175,ORD007203,PRD0012,1,109.18,1.75,107.43,0
ITM0033176,ORD007204,PRD0028,2,93.99,6.96,181.02,0
ITM0033177,ORD007204,PRD0109,3,21.13,0.9,62.49,0
ITM0033178,ORD007204,PRD0011,6,53.22,10.86,308.46,0
ITM0033179,ORD007205,PRD0053,1,131.37,4.09,127.28,0
ITM0033180,ORD007205,PRD0029,3,251.31,22.73,731.2,0
ITM0033181,ORD007205,PRD0114,2,408.06,17.03,799.09,0
ITM0033182,ORD007205,PRD0023,1,60.41,2.45,57.96,0
ITM0033183,ORD007205,PRD0004,2,210.75,26.04,395.46,0
ITM0033184,ORD007206,PRD0065,2,65.01,5.45,124.57,1
ITM0033185,ORD007206,PRD0009,3,66.75,3.57,196.68,1
ITM0033186,ORD007207,PRD0049,1,150.37,9.92,140.45,0
ITM0033187,ORD007207,PRD0032,2,98.53,7.04,190.02,0
ITM0033188,ORD007207,PRD0051,5,121.09,33.73,571.72,0
ITM0033189,ORD007207,PRD0096,2,87.44,2.21,172.67,0
ITM0033190,ORD007207,PRD0110,1,100.02,4.71,95.31,0
ITM0033191,ORD007207,PRD0077,5,181.73,22.3,886.35,0
ITM0033192,ORD007207,PRD0078,2,281.01,19.18,542.84,0
ITM0033193,ORD007208,PRD0067,1,78.0,5.21,72.79,0
ITM0033194,ORD007208,PRD0012,2,118.0,12.12,223.88,1
ITM0033195,ORD007208,PRD0020,2,38.29,2.44,74.14,0
ITM0033196,ORD007209,PRD0071,2,310.57,29.84,591.3,0
ITM0033197,ORD007209,PRD0065,1,70.6,2.11,68.49,0
ITM0033198,ORD007209,PRD0025,1,76.98,4.56,72.42,0
ITM0033199,ORD007209,PRD0079,1,109.49,4.35,105.14,0
ITM0033200,ORD007209,PRD0106,1,32.02,1.76,30.26,0
ITM0033201,ORD007210,PRD0022,3,106.18,4.88,313.66,0
ITM0033202,ORD007210,PRD0110,1,96.43,5.71,90.72,0
ITM0033203,ORD007210,PRD0100,1,60.98,1.69,59.29,0
ITM0033204,ORD007210,PRD0104,3,96.21,0.02,288.61,0
ITM0033205,ORD007210,PRD0073,1,119.19,3.53,115.66,0
ITM0033206,ORD007210,PRD0087,2,551.65,31.0,1072.3,0
ITM0033207,ORD007210,PRD0042,1,146.21,1.08,145.13,0
ITM0033208,ORD007210,PRD0102,1,65.36,1.87,63.49,0
ITM0033209,ORD007211,PRD0078,3,283.24,14.46,835.26,0
ITM0033210,ORD007211,PRD0036,2,149.39,4.74,294.04,0
ITM0033211,ORD007211,PRD0004,2,215.15,37.47,392.83,0
ITM0033212,ORD007211,PRD0058,3,117.97,8.44,345.47,0
ITM0033213,ORD007211,PRD0095,2,199.17,22.19,376.15,0
ITM0033214,ORD007211,PRD0098,1,229.84,8.84,221.0,0
ITM0033215,ORD007212,PRD0047,1,100.46,1.91,98.55,0
ITM0033216,ORD007212,PRD0065,2,67.34,13.38,121.3,0
ITM0033217,ORD007212,PRD0071,1,338.43,13.76,324.67,0
ITM0033218,ORD007212,PRD0037,1,206.12,9.69,196.43,0
ITM0033219,ORD007212,PRD0073,3,120.8,15.64,346.76,0
ITM0033220,ORD007213,PRD0063,1,115.41,2.94,112.47,0
ITM0033221,ORD007213,PRD0061,2,365.65,51.16,680.14,0
ITM0033222,ORD007213,PRD0070,1,523.66,16.89,506.77,0
ITM0033223,ORD007213,PRD0064,1,182.15,1.31,180.84,0
ITM0033224,ORD007213,PRD0017,3,56.75,4.68,165.57,0
ITM0033225,ORD007213,PRD0100,2,66.04,3.84,128.24,0
ITM0033226,ORD007213,PRD0024,1,134.85,12.47,122.38,0
ITM0033227,ORD007214,PRD0070,1,519.7,32.06,487.64,0
ITM0033228,ORD007214,PRD0103,1,103.23,2.11,101.12,0
ITM0033229,ORD007214,PRD0001,2,43.68,3.26,84.1,0
ITM0033230,ORD007214,PRD0111,2,70.34,3.1,137.58,0
ITM0033231,ORD007215,PRD0003,1,101.81,5.71,96.1,0
ITM0033232,ORD007215,PRD0002,1,117.95,0.55,117.4,0
ITM0033233,ORD007215,PRD0098,5,225.86,55.81,1073.49,0
ITM0033234,ORD007215,PRD0075,3,146.03,28.14,409.95,0
ITM0033235,ORD007215,PRD0011,1,53.94,3.3,50.64,0
ITM0033236,ORD007215,PRD0107,2,117.08,18.5,215.66,0
ITM0033237,ORD007215,PRD0071,1,335.05,18.93,316.12,0
ITM0033238,ORD007216,PRD0092,1,113.37,9.9,103.47,1
ITM0033239,ORD007216,PRD0078,2,282.67,42.93,522.41,0
ITM0033240,ORD007217,PRD0066,1,48.65,3.21,45.44,0
ITM0033241,ORD007217,PRD0103,2,99.06,4.59,193.53,0
ITM0033242,ORD007217,PRD0098,1,226.04,3.28,222.76,0
ITM0033243,ORD007217,PRD0023,5,59.27,17.0,279.35,0
ITM0033244,ORD007217,PRD0101,1,30.0,0.87,29.13,0
ITM0033245,ORD007218,PRD0111,2,74.46,3.75,145.17,0
ITM0033246,ORD007218,PRD0080,1,80.57,7.11,73.46,0
ITM0033247,ORD007218,PRD0035,1,27.39,1.43,25.96,0
ITM0033248,ORD007219,PRD0069,1,592.3,47.34,544.96,0
ITM0033249,ORD007219,PRD0058,3,118.3,24.11,330.79,0
ITM0033250,ORD007220,PRD0060,1,309.05,28.3,280.75,0
ITM0033251,ORD007220,PRD0022,2,104.0,6.7,201.3,0
ITM0033252,ORD007220,PRD0102,4,68.21,4.0,268.84,0
ITM0033253,ORD007220,PRD0039,4,205.81,41.18,782.06,0
ITM0033254,ORD007220,PRD0002,4,116.71,3.25,463.59,0
ITM0033255,ORD007220,PRD0112,2,703.85,133.74,1273.96,0
ITM0033256,ORD007220,PRD0098,1,230.3,13.41,216.89,0
ITM0033257,ORD007221,PRD0066,2,46.61,6.21,87.01,0
ITM0033258,ORD007221,PRD0002,1,122.04,5.13,116.91,0
ITM0033259,ORD007221,PRD0023,3,56.82,2.9,167.56,0
ITM0033260,ORD007221,PRD0049,1,155.61,12.32,143.29,0
ITM0033261,ORD007221,PRD0067,1,81.84,3.74,78.1,0
ITM0033262,ORD007221,PRD0075,1,150.82,4.04,146.78,0
ITM0033263,ORD007221,PRD0084,1,207.96,6.4,201.56,0
ITM0033264,ORD007222,PRD0087,2,553.61,98.64,1008.58,0
ITM0033265,ORD007222,PRD0076,2,118.13,2.76,233.5,0
ITM0033266,ORD007222,PRD0109,2,21.29,0.4,42.18,0
ITM0033267,ORD007222,PRD0100,1,63.43,0.79,62.64,0
ITM0033268,ORD007222,PRD0017,1,54.95,4.5,50.45,0
ITM0033269,ORD007222,PRD0108,1,112.72,2.19,110.53,0
ITM0033270,ORD007222,PRD0021,2,101.51,1.4,201.62,0
ITM0033271,ORD007222,PRD0113,1,577.36,36.25,541.11,0
ITM0033272,ORD007222,PRD0074,3,117.35,32.75,319.3,0
ITM0033273,ORD007223,PRD0067,1,79.3,3.81,75.49,0
ITM0033274,ORD007223,PRD0036,1,148.28,5.2,143.08,0
ITM0033275,ORD007223,PRD0014,1,15.26,1.12,14.14,0
ITM0033276,ORD007223,PRD0013,3,10.78,1.16,31.18,0
ITM0033277,ORD007223,PRD0099,1,305.25,10.31,294.94,1
ITM0033278,ORD007223,PRD0047,1,106.42,2.78,103.64,0
ITM0033279,ORD007223,PRD0060,2,309.03,38.26,579.8,0
ITM0033280,ORD007224,PRD0080,3,82.01,7.65,238.38,0
ITM0033281,ORD007224,PRD0051,2,117.78,6.33,229.23,0
ITM0033282,ORD007224,PRD0022,1,112.63,0.11,112.52,0
ITM0033283,ORD007224,PRD0097,1,297.0,28.19,268.81,0
ITM0033284,ORD007224,PRD0072,1,131.05,0.64,130.41,0
ITM0033285,ORD007225,PRD0010,2,42.1,2.23,81.97,0
ITM0033286,ORD007225,PRD0058,1,118.68,0.72,117.96,0
ITM0033287,ORD007225,PRD0097,1,294.28,15.69,278.59,0
ITM0033288,ORD007225,PRD0007,1,50.35,3.36,46.99,0
ITM0033289,ORD007225,PRD0046,2,21.14,0.69,41.59,0
ITM0033290,ORD007225,PRD0086,2,300.57,46.07,555.07,0
ITM0033291,ORD007226,PRD0033,1,108.91,8.62,100.29,0
ITM0033292,ORD007226,PRD0055,1,113.75,6.94,106.81,0
ITM0033293,ORD007226,PRD0078,2,290.35,3.87,576.83,0
ITM0033294,ORD007226,PRD0016,1,34.22,3.02,31.2,0
ITM0033295,ORD007226,PRD0063,2,116.84,0.53,233.15,0
ITM0033296,ORD007226,PRD0076,2,125.19,3.66,246.72,0
ITM0033297,ORD007227,PRD0097,2,308.71,24.78,592.64,0
ITM0033298,ORD007227,PRD0012,6,118.06,44.94,663.42,0
ITM0033299,ORD007227,PRD0036,1,150.76,4.67,146.09,0
ITM0033300,ORD007227,PRD0058,1,126.33,9.9,116.43,0
ITM0033301,ORD007227,PRD0074,3,122.59,12.64,355.13,0
ITM0033302,ORD007227,PRD0077,1,184.08,11.47,172.61,0
ITM0033303,ORD007227,PRD0026,1,114.34,2.25,112.09,0
ITM0033304,ORD007228,PRD0047,5,96.94,12.98,471.72,0
ITM0033305,ORD007228,PRD0056,1,208.35,14.35,194.0,0
ITM0033306,ORD007228,PRD0002,4,117.63,3.59,466.93,0
ITM0033307,ORD007228,PRD0108,1,111.59,0.42,111.17,0
ITM0033308,ORD007228,PRD0062,1,228.13,6.9,221.23,0
ITM0033309,ORD007228,PRD0043,6,57.49,22.9,322.04,0
ITM0033310,ORD007229,PRD0005,1,118.73,6.09,112.64,0
ITM0033311,ORD007229,PRD0040,2,150.33,29.37,271.29,0
ITM0033312,ORD007229,PRD0001,1,42.63,0.69,41.94,0
ITM0033313,ORD007229,PRD0036,5,155.94,11.37,768.33,0
ITM0033314,ORD007229,PRD0109,3,22.11,2.77,63.56,0
ITM0033315,ORD007229,PRD0016,2,34.03,0.62,67.44,0
ITM0033316,ORD007230,PRD0083,1,209.54,19.91,189.63,0
ITM0033317,ORD007230,PRD0060,2,327.11,12.05,642.17,0
ITM0033318,ORD007230,PRD0021,2,100.79,17.19,184.39,0
ITM0033319,ORD007231,PRD0099,2,318.66,54.07,583.25,0
ITM0033320,ORD007231,PRD0083,3,208.06,58.99,565.19,0
ITM0033321,ORD007231,PRD0109,1,21.95,0.29,21.66,0
ITM0033322,ORD007231,PRD0001,2,41.67,6.05,77.29,0
ITM0033323,ORD007231,PRD0050,1,234.71,23.16,211.55,0
ITM0033324,ORD007231,PRD0114,4,402.69,146.67,1464.09,0
ITM0033325,ORD007232,PRD0066,4,45.36,14.26,167.18,0
ITM0033326,ORD007232,PRD0075,2,142.65,18.89,266.41,0
ITM0033327,ORD007232,PRD0086,1,320.63,25.05,295.58,0
ITM0033328,ORD007232,PRD0010,1,39.33,0.25,39.08,0
ITM0033329,ORD007232,PRD0073,1,111.87,9.98,101.89,0
ITM0033330,ORD007232,PRD0089,1,1358.56,128.97,1229.59,0
ITM0033331,ORD007233,PRD0005,1,113.84,2.32,111.52,0
ITM0033332,ORD007233,PRD0032,2,98.47,14.1,182.84,0
ITM0033333,ORD007233,PRD0036,2,144.61,1.05,288.17,0
ITM0033334,ORD007233,PRD0097,2,295.42,13.86,576.98,0
ITM0033335,ORD007233,PRD0082,1,659.28,35.54,623.74,0
ITM0033336,ORD007233,PRD0069,2,601.48,86.91,1116.05,0
ITM0033337,ORD007234,PRD0100,2,63.53,8.04,119.02,0
ITM0033338,ORD007234,PRD0024,3,128.67,2.28,383.73,0
ITM0033339,ORD007234,PRD0074,1,121.81,6.74,115.07,0
ITM0033340,ORD007234,PRD0004,1,214.35,12.57,201.78,0
